product_name,color,product_category,mrp,total_sizes,available_size,brand_name,retailer,description,pdp_url,rating,review_count,scrapping_datetime
b.splendid Bikini,Dark Grey/Heather,PANTIES,18,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"This bikini fits so well you wish it could be worn on the beach. The fabric feels amazing on the skin and the bonded leg is â€œindustry speakâ€ for no visible panty line, ever.",b.splendid Bikini,NULL,NULL,25-04-20 13:49
b.splendid Bikini,Fusion Coral Heather,PANTIES,18,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"This bikini fits so well you wish it could be worn on the beach. The fabric feels amazing on the skin and the bonded leg is â€œindustry speakâ€ for no visible panty line, ever.",b.splendid Bikini,NULL,NULL,25-04-20 13:49
b.splendid Bikini,Wild Aster/Heather,PANTIES,18,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"This bikini fits so well you wish it could be worn on the beach. The fabric feels amazing on the skin and the bonded leg is â€œindustry speakâ€ for no visible panty line, ever.",b.splendid Bikini,NULL,NULL,25-04-20 13:49
b.splendid Bralette,Pansy Heather,BRAS AND BRALETTES,30,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"Supportive in the most soft, subtle way- this is that elusive hang out without â€œhangingâ€ style every girl covets- complete with adjustable straps, a secure fit and a tailored finish.",b.splendid Bralette,NULL,NULL,25-04-20 13:49
b.splendid Bralette,Pink Yarrow Heather,BRAS AND BRALETTES,30,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"Supportive in the most soft, subtle way- this is that elusive hang out without â€œhangingâ€ style every girl covets- complete with adjustable straps, a secure fit and a tailored finish.",b.splendid Bralette,NULL,NULL,25-04-20 13:49
b.splendid Bralette,Au Natural/Heather,BRAS AND BRALETTES,30,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"Supportive in the most soft, subtle way- this is that elusive hang out without â€œhangingâ€ style every girl covets- complete with adjustable straps, a secure fit and a tailored finish.",b.splendid Bralette,NULL,NULL,25-04-20 13:49
b.splendid Bralette,Limoges/Heather,BRAS AND BRALETTES,30,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"Supportive in the most soft, subtle way- this is that elusive hang out without â€œhangingâ€ style every girl covets- complete with adjustable straps, a secure fit and a tailored finish.",b.splendid Bralette,NULL,NULL,25-04-20 13:49
b.splendid Bralette,Dark Grey/Heather,BRAS AND BRALETTES,30,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"Supportive in the most soft, subtle way- this is that elusive hang out without â€œhangingâ€ style every girl covets- complete with adjustable straps, a secure fit and a tailored finish.",b.splendid Bralette,NULL,NULL,25-04-20 13:49
b.charming Bandeau,Antler,BRAS AND BRALETTES,24,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"Cute and clever, this is the ideal layering piece for every wardrobe. Held in place by medical grade silicone, you can go about your entire day- and night- with coverage confidence. Designed to be noticed,  the stretch lace back is an accessory unto itself.",b.charming Bandeau,NULL,NULL,25-04-20 13:49
b.charming Bandeau,Blackened Pearl,BRAS AND BRALETTES,24,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"Cute and clever, this is the ideal layering piece for every wardrobe. Held in place by medical grade silicone, you can go about your entire day- and night- with coverage confidence. Designed to be noticed,  the stretch lace back is an accessory unto itself.",b.charming Bandeau,NULL,NULL,25-04-20 13:49
b.charming Bandeau,Lapis,BRAS AND BRALETTES,24,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"Cute and clever, this is the ideal layering piece for every wardrobe. Held in place by medical grade silicone, you can go about your entire day- and night- with coverage confidence. Designed to be noticed,  the stretch lace back is an accessory unto itself.",b.charming Bandeau,NULL,NULL,25-04-20 13:49
b.charming Tanga,Antler,PANTIES,20,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"A sheer lace panty that doesnâ€™t shy away from being a little, um, cheeky- this flirty style is crush-worthy to its core.",b.charming Tanga,NULL,NULL,25-04-20 13:49
b.charming Tanga,Blackened Pearl,PANTIES,20,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"A sheer lace panty that doesnâ€™t shy away from being a little, um, cheeky- this flirty style is crush-worthy to its core.",b.charming Tanga,NULL,NULL,25-04-20 13:49
b.charming Tanga,Lapis,PANTIES,20,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"A sheer lace panty that doesnâ€™t shy away from being a little, um, cheeky- this flirty style is crush-worthy to its core.",b.charming Tanga,NULL,NULL,25-04-20 13:49
b.provocative Tanga,Pink Yarrow,PANTIES,22,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"The cut is completely flattering, and undeniably alluring. Strategically placed opalescent fabric provides exactly enough coverage in the front, but otherwise, the name of this tanga game is lace, lace and more lace.",b.provocative Tanga,NULL,NULL,25-04-20 13:49
b.provocative Tanga,Night,PANTIES,22,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"The cut is completely flattering, and undeniably alluring. Strategically placed opalescent fabric provides exactly enough coverage in the front, but otherwise, the name of this tanga game is lace, lace and more lace.",b.provocative Tanga,NULL,NULL,25-04-20 13:49
b.provocative Front Close Wire Free Bralette,Night,BRAS AND BRALETTES,32,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"This uber-on-trend lace racerback style will instantly turn tops with challenging necklines into style staples. The fashion forward elongated triangle cups create a sexy V along the dÃ©colletage, anchored by an easy-to-fasten  front clasp. From any angle, this bralette provokes a lingering eyeâ€¦",b.provocative Front Close Wire Free Bralette,NULL,NULL,25-04-20 13:49
b.provocative Front Close Wire Free Bralette,Pink Yarrow,BRAS AND BRALETTES,32,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"This uber-on-trend lace racerback style will instantly turn tops with challenging necklines into style staples. The fashion forward elongated triangle cups create a sexy V along the dÃ©colletage, anchored by an easy-to-fasten  front clasp. From any angle, this bralette provokes a lingering eyeâ€¦",b.provocative Front Close Wire Free Bralette,NULL,NULL,25-04-20 13:49
b.inspired Hipster,Very Violet/Gray,PANTIES,22,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"A contemporary cut with elements of classic sophistication, this is the quintessential waist-down complement to all of the b. inspired bra styles.",b.inspired Hipster,NULL,NULL,25-04-20 13:49
b.inspired Hipster,Night/Dazzling Blue,PANTIES,22,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"A contemporary cut with elements of classic sophistication, this is the quintessential waist-down complement to all of the b. inspired bra styles.",b.inspired Hipster,NULL,NULL,25-04-20 13:49
b.inspired Hipster,Deep Taupe/Rose Smoke,PANTIES,22,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"A contemporary cut with elements of classic sophistication, this is the quintessential waist-down complement to all of the b. inspired bra styles.",b.inspired Hipster,NULL,NULL,25-04-20 13:49
b.sultry Thong,Bridal White,PANTIES,18,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"Perfectly placed lace gives our b.sultry Thong a chic, sexy look. Wear this panty with the matching bra for a sultry look from top to bottom.",b.sultry Thong,NULL,NULL,25-04-20 13:49
b.sultry Thong,Vanilla Ice/Peach Beige,PANTIES,18,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"Perfectly placed lace gives our b.sultry Thong a chic, sexy look. Wear this panty with the matching bra for a sultry look from top to bottom.",b.sultry Thong,NULL,NULL,25-04-20 13:49
b.sultry Thong,Tango Red/Vanilla Ice,PANTIES,18,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"Perfectly placed lace gives our b.sultry Thong a chic, sexy look. Wear this panty with the matching bra for a sultry look from top to bottom.",b.sultry Thong,NULL,NULL,25-04-20 13:49
b.adorable Bralette,Au Natural,BRAS AND BRALETTES,24,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"The cutest way to be comfy, this soft-to-the-touch bralette boasts subtle underbust ruching to maximize the modal cups. A wide lace band holds everything in place,   and lace trim around the edges frames a flattering silhouette that is sweet, without feeling saccharine.",b.adorable Bralette,NULL,NULL,25-04-20 13:49
